Simulation,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean_daily_cases,C025_daily_cases,C975_daily_cases,Mean_cumulative_cases_end,C025_cumulative_cases_end,C975_cumulative_cases_end
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-09,58,1,378,10063,939,46997
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-10,55,1,365,10119,941,47437
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-11,54,1,360,10172,942,48010
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-12,52,1,348,10225,943,48552
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-13,50,1,340,10275,944,48784
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-14,48,1,330,10324,946,49283
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-15,46,1,321,10370,949,49623
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-16,45,1,309,10415,951,49951
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-17,43,1,308,10458,952,50219
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-18,41,1,292,10499,954,50417
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-19,41,0,289,10540,955,50562
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-20,40,0,278,10579,956,50725
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-21,39,0,265,10618,957,50813
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-22,38,0,262,10656,958,51215
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-23,36,0,247,10692,962,51573
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-24,35,0,247,10727,963,51847
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-25,33,0,230,10761,964,52017
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-26,33,0,220,10793,965,52082
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-27,31,0,213,10824,968,52304
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-28,30,0,196,10854,971,52551
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-29,29,0,195,10883,972,52651
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-30,28,0,189,10911,973,52745
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-05-31,27,0,183,10939,973,52858
Counterfactual history,2020-03-03,2020-03-10,2020-03-08,2020-03-20,2020-06-01,26,0,172,10965,974,52920
