Simulation,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean_daily_cases,C025_daily_cases,C975_daily_cases,Mean_cumulative_cases_end,C025_cumulative_cases_end,C975_cumulative_cases_end
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-22,1534,30,9199,9074,743,44663
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-23,1828,33,11278,10903,795,55288
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-24,1975,35,12312,12878,846,66954
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-25,2132,37,13348,15010,899,79939
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-26,2303,39,14499,17313,952,94135
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-27,2488,42,15560,19801,1005,110401
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-28,2681,44,16674,22482,1057,126733
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-29,2900,46,18360,25382,1113,144216
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-30,3131,49,19454,28513,1181,163637
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-03-31,3370,52,20905,31882,1242,183026
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-01,3620,54,22871,35502,1303,205590
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-02,3912,58,24546,39414,1375,228669
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-03,3796,54,23975,43210,1437,253978
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-04,3685,49,23299,46895,1498,276472
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-05,3552,44,22533,50447,1563,296632
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-06,3421,40,21951,53868,1618,317251
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-07,3334,36,21373,57202,1672,339408
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-08,3250,33,21097,60453,1727,358103
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-09,3158,29,20472,63611,1777,378501
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-10,3067,26,19731,66678,1818,396256
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-11,2969,24,19242,69647,1864,414932
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-12,2864,22,18687,72510,1899,431457
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-13,2779,20,17757,75289,1935,449404
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-14,2732,18,17695,78021,1966,465134
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-15,2636,16,17088,80657,2011,482973
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-16,2512,15,16505,83170,2042,500496
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-17,2447,14,16523,85617,2063,512068
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-18,2377,13,15522,87994,2097,527018
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-19,2306,11,15567,90300,2110,540230
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-20,2223,10,15060,92523,2129,558492
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-21,2166,10,14878,94689,2147,574236
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-22,2111,9,14691,96800,2167,590475
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-23,2055,8,13837,98855,2184,600641
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-24,1993,7,13299,100848,2196,612580
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-25,1955,7,13391,102803,2208,626384
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-26,1905,6,12929,104708,2222,639360
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-27,1820,5,12337,106528,2231,652225
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-28,1779,5,12053,108307,2247,661511
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-29,1749,5,11584,110056,2256,672032
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-04-30,1666,4,11420,111722,2276,683038
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-01,1625,4,11317,113347,2297,694390
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-02,1592,4,10866,114938,2307,706457
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-03,1533,3,10675,116471,2316,721753
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-04,1469,3,10132,117940,2326,732793
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-05,1441,3,9981,119381,2331,744937
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-06,1395,3,9800,120776,2338,757446
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-07,1343,2,9488,122119,2352,764902
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-08,1296,2,9506,123414,2354,775464
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-09,1247,2,9241,124661,2369,786106
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-10,1222,2,9105,125884,2374,791418
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-11,1175,2,8827,127059,2390,794411
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-12,1142,1,8544,128201,2393,802252
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-13,1115,1,8396,129316,2399,809370
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-14,1074,1,7904,130390,2405,817174
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-15,1018,1,7477,131409,2408,821319
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-16,981,1,7436,132389,2412,825491
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-17,940,1,6903,133329,2419,834301
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-18,915,1,6701,134244,2426,839264
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-19,901,1,6705,135145,2429,845570
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-20,859,1,6315,136003,2434,848528
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-21,842,1,6348,136846,2441,854177
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-22,824,1,6064,137669,2445,858986
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-23,787,1,5813,138456,2449,865169
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-24,764,1,5588,139220,2458,870050
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-25,750,1,5309,139970,2459,874254
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-26,728,1,5250,140698,2460,877977
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-27,710,1,4883,141408,2461,882686
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-28,677,1,4749,142085,2463,885763
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-29,657,1,4641,142742,2467,887069
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-30,642,1,4422,143384,2468,891696
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-05-31,616,1,4397,144001,2471,901880
Natural history,2020-03-17,2020-03-24,2020-03-23,2020-04-02,2020-06-01,597,1,4207,144597,2474,907160
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-02,39,39,39,124,124,124
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-03,47,24,84,171,148,208
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-04,57,21,126,228,172,327
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-05,68,20,175,295,196,485
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-06,81,18,239,377,219,708
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-07,97,18,313,474,242,990
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-08,117,18,407,591,265,1366
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-09,140,18,520,732,290,1840
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-10,168,18,675,900,315,2439
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-11,202,19,845,1102,342,3234
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-12,243,19,1060,1344,370,4201
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-13,292,20,1375,1637,398,5505
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-14,353,21,1739,1990,431,7134
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-15,425,21,2168,2414,466,9223
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-16,512,22,2796,2926,500,11861
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-17,553,24,2982,3480,534,14579
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-18,598,25,3249,4078,567,17756
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-19,647,26,3505,4724,603,21289
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-20,700,28,3764,5425,638,25017
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-21,756,29,4120,6181,676,29248
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-22,818,31,4406,6999,712,33486
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-23,886,33,4868,7885,757,38014
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-24,959,34,5276,8844,800,43204
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-25,1039,36,5697,9883,842,49004
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-26,1126,38,6204,11009,886,55147
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-27,1091,34,6060,12100,929,61369
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-28,1057,31,5967,13157,965,66873
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-29,1025,28,5786,14181,1004,72629
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-30,991,26,5645,15173,1037,77824
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-03-31,963,23,5712,16135,1069,83525
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-01,925,21,5505,17060,1105,87525
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-02,897,19,5369,17958,1132,92740
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-03,871,17,5322,18828,1161,97857
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-04,843,15,5206,19671,1186,102945
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-05,815,14,5291,20486,1206,107622
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-06,786,13,4969,21272,1227,113921
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-07,763,12,4691,22035,1246,118695
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-08,743,10,4706,22777,1264,124372
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-09,725,10,4642,23502,1276,127974
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-10,706,8,4469,24209,1293,132705
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-11,684,8,4328,24892,1309,136452
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-12,669,7,4246,25561,1326,140537
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-13,651,7,4203,26212,1339,143682
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-14,626,6,4082,26838,1348,147418
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-15,609,5,3914,27446,1357,149716
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-16,589,5,3837,28035,1369,153046
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-17,578,4,3754,28613,1376,156048
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-18,554,4,3692,29168,1384,160227
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-19,540,4,3666,29708,1387,163466
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-20,524,3,3522,30232,1401,166472
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-21,507,3,3397,30739,1413,169147
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-22,496,3,3416,31235,1422,172611
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-23,482,3,3329,31717,1432,174647
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-24,464,2,3244,32182,1441,178060
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-25,450,2,3210,32632,1451,180733
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-26,437,2,3046,33069,1460,182217
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-27,422,2,3045,33491,1465,185019
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-28,405,2,2868,33896,1470,188426
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-29,391,2,2752,34287,1477,191718
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-04-30,379,1,2606,34666,1481,194936
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-01,368,1,2557,35034,1487,196755
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-02,362,1,2454,35396,1490,198554
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-03,350,1,2416,35745,1493,200781
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-04,338,1,2256,36083,1500,202626
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-05,327,1,2251,36410,1507,204868
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-06,310,1,2108,36720,1512,207129
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-07,307,1,2113,37027,1518,209499
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-08,295,1,2016,37322,1522,211195
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-09,289,1,1911,37611,1529,212812
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-10,280,1,1921,37891,1535,214424
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-11,276,1,1886,38166,1539,215977
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-12,269,1,1827,38436,1540,217695
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-13,254,1,1727,38689,1541,218967
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-14,245,1,1693,38934,1543,220301
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-15,238,1,1653,39172,1543,222477
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-16,228,1,1555,39401,1545,223345
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-17,221,1,1568,39622,1546,223996
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-18,213,1,1486,39835,1549,225630
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-19,206,1,1417,40041,1553,226773
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-20,199,1,1349,40239,1556,227839
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-21,194,1,1307,40434,1558,228372
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-22,189,1,1301,40622,1560,229037
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-23,182,1,1253,40804,1562,230797
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-24,180,1,1240,40984,1563,231630
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-25,178,1,1191,41162,1564,231738
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-26,179,1,1158,41341,1565,232389
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-27,173,1,1084,41514,1565,233216
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-28,165,1,1069,41678,1565,234573
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-29,167,1,1031,41846,1568,235198
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-30,168,1,1004,42014,1569,236958
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-05-31,154,1,979,42168,1570,237712
Counterfactual history,2020-03-10,2020-03-17,2020-03-16,2020-03-26,2020-06-01,152,1,981,42320,1571,239687
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-02,39,39,39,124,124,124
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-03,47,23,84,171,147,208
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-04,56,20,126,227,170,325
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-05,67,19,174,295,193,487
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-06,81,18,233,375,216,705
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-07,97,18,310,472,239,986
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-08,116,18,405,589,263,1351
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-09,140,18,527,729,289,1827
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-10,152,19,576,881,313,2354
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-11,164,20,626,1044,337,2954
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-12,177,21,685,1221,360,3640
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-13,191,22,752,1412,386,4339
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-14,206,23,799,1618,410,5153
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-15,223,24,890,1842,438,6021
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-16,241,25,970,2083,466,6922
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-17,261,26,1063,2344,497,7987
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-18,282,27,1173,2626,527,9141
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-19,304,29,1283,2930,559,10373
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-20,294,26,1258,3224,593,11596
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-21,284,23,1257,3508,623,12769
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-22,276,21,1251,3784,651,13925
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-23,268,18,1225,4052,678,15058
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-24,260,16,1207,4312,702,16062
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-25,252,14,1206,4564,723,17141
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-26,244,12,1187,4808,743,18298
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-27,237,11,1165,5045,760,19276
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-28,229,10,1145,5274,776,20326
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-29,223,9,1133,5497,790,21371
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-30,217,8,1131,5714,808,22353
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-03-31,209,7,1130,5923,822,23596
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-01,204,7,1112,6127,830,24469
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-02,197,6,1086,6324,842,25449
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-03,192,5,1057,6516,854,26347
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-04,187,5,1033,6703,865,27278
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-05,180,5,1015,6884,876,28017
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-06,174,4,994,7057,886,28962
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-07,169,4,975,7227,894,29895
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-08,165,3,952,7391,905,30605
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-09,160,3,955,7551,912,31338
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-10,155,3,922,7705,919,32252
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-11,151,2,885,7856,926,32903
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-12,146,2,873,8003,934,33491
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-13,142,2,870,8144,944,34252
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-14,138,2,833,8283,951,34926
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-15,134,2,812,8417,956,35537
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-16,129,1,810,8546,960,36357
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-17,125,1,783,8671,965,37187
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-18,120,1,770,8791,970,37992
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-19,117,1,756,8908,976,38685
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-20,114,1,732,9023,979,39338
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-21,111,1,698,9134,981,39891
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-22,108,1,695,9241,984,40481
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-23,104,1,675,9345,986,41235
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-24,101,1,649,9446,988,41726
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-25,97,1,630,9543,991,42102
Counterfactual history,2020-03-03,2020-03-10,2020-03-09,2020-03-19,2020-04-26,94,1,608,9638,996,42650
