Simulation,Description,Date_sd,Date_lockdown,Date,Mean,C_025,C_975
True,True,2020-03-17,2020-03-24,2020-03-06,326,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-07,373,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-08,423,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-09,548,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-10,771,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-11,1124,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-12,1539,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-13,1931,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-14,2245,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-15,2642,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-16,3188,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-17,3867,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-18,4776,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-19,5707,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-20,6787,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-21,7823,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-22,9032,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,11050,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-24,13075,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-25,15341,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-26,17956,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-27,20616,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-28,22993,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-29,25431,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-30,28950,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-31,32715,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-01,36798,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-02,40815,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-03,44862,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-04,48190,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-05,51221,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-06,55552,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-07,60025,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-08,64262,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-09,68277,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-10,71785,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-11,74788,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-12,77488,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-13,80794,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-14,84209,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-15,87812,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-16,91248,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-17,94674,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-18,97250,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-19,99332,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-20,102403,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-21,105397,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-22,108164,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-23,110930,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-24,113702,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-25,115511,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-26,116917,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-27,119140,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-28,121428,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-29,123776,NA,NA
True,True,2020-03-17,2020-03-24,2020-04-30,125900,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-01,127849,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-02,129093,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-03,130054,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-04,131672,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-05,133276,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-06,134712,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-07,136160,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-08,137183,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-09,138072,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-10,138802,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-11,140046,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-12,141152,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-13,142233,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-14,143137,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-15,144049,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-16,144682,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-17,145318,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-18,146265,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-19,147286,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-20,148110,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-21,148859,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-22,149567,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-23,150022,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-24,150409,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-25,150918,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-26,151462,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-27,152007,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-28,152473,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-29,152916,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-30,153266,NA,NA
True,True,2020-03-17,2020-03-24,2020-05-31,153576,NA,NA
True,True,2020-03-17,2020-03-24,2020-06-01,154027,NA,NA
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-02,104,104,104
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-03,151,148,155
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-04,209,202,219
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-05,280,265,298
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-06,365,342,397
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-07,469,433,520
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-08,596,543,673
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-09,751,675,862
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-10,939,834,1097
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-11,1168,1025,1388
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-12,1447,1254,1748
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-13,1786,1530,2193
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-14,2200,1862,2740
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-15,2703,2261,3420
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-16,3317,2741,4260
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-17,4063,3317,5300
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-18,4972,4011,6583
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-19,6080,4850,8174
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-20,7429,5854,10137
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-21,9032,7050,12374
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,10818,8438,14753
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-23,12744,9961,17289
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-24,14802,11540,19960
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-25,17001,13204,22818
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-26,19350,14940,25819
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-27,21862,16754,29003
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-28,24546,18672,32421
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-29,27416,20694,36038
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-30,30483,22811,39910
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-31,33764,25042,44053
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-01,37271,27355,48527
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-02,41022,29811,53285
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-03,45035,32386,58364
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-04,49026,35069,63549
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-05,53003,37907,68775
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-06,56972,40878,74066
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-07,60883,43868,79379
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-08,64666,46763,84480
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-09,68326,49529,89381
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-10,71867,52219,94180
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-11,75293,54812,98802
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-12,78607,57294,103265
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-13,81813,59696,107589
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-14,84915,62017,111749
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-15,87916,64232,115786
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-04-16,90819,66388,119729
